CO_CURSO,CO_AREA,NM_AREA
73717,2,Humanidades e Artes
103252,3,Ciências Sociais
1032890,3,Ciências Sociais
47036,4,Ciências
5000424,5,Engenharia
1305085,3,Ciências Sociais
99792,3,Ciências Sociais
1131730,3,Ciências Sociais
1160980,5,Engenharia
91783,1,Educação
108676,7,Saúde e Bem-Estar
31570,1,Educação
122636,3,Ciências Sociais
111476,4,Ciências
1104698,1,Educação
115642,5,Engenharia
1190204,3,Ciências Sociais
30810,3,Ciências Sociais
1350082,5,Engenharia
1190378,3,Ciências Sociais
1002972,5,Engenharia
5000983,3,Ciências Sociais
1212616,5,Engenharia
1303507,3,Ciências Sociais
107402,5,Engenharia
100580,1,Educação
6411,7,Saúde e Bem-Estar
1407395,3,Ciências Sociais
49065,3,Ciências Sociais
69800,3,Ciências Sociais
1284578,2,Humanidades e Artes
1376258,7,Saúde e Bem-Estar
1106896,7,Saúde e Bem-Estar
1382710,3,Ciências Sociais
1272861,1,Educação
1439210,1,Educação
1399737,4,Ciências
114386,1,Educação
1626,8,Serviços
46976,3,Ciências Sociais
48806,7,Saúde e Bem-Estar
83702,4,Ciências
90441,1,Educação
1205781,3,Ciências Sociais
1280515,5,Engenharia
1629,7,Saúde e Bem-Estar
20371,3,Ciências Sociais
1175920,4,Ciências
1259097,4,Ciências
87941,7,Saúde e Bem-Estar
113200,5,Engenharia
1342709,2,Humanidades e Artes
1185841,1,Educação
1376006,3,Ciências Sociais
110974,4,Ciências
21303,1,Educação
1259118,5,Engenharia
1364338,4,Ciências
18508,5,Engenharia
41077,1,Educação
16663,3,Ciências Sociais
1781,1,Educação
121071,3,Ciências Sociais
96855,4,Ciências
1292767,1,Educação
75280,3,Ciências Sociais
108348,8,Serviços
1322,7,Saúde e Bem-Estar
1280607,3,Ciências Sociais
38200,3,Ciências Sociais
54924,7,Saúde e Bem-Estar
1382883,4,Ciências
95400,1,Educação
89118,3,Ciências Sociais
112290,7,Saúde e Bem-Estar
20309,1,Educação
120777,1,Educação
1168164,1,Educação
1188624,5,Engenharia
1357859,6,Agricultura e Veterinária
1182180,3,Ciências Sociais
92602,1,Educação
5000270,3,Ciências Sociais
6665,1,Educação
83920,1,Educação
28974,4,Ciências
1149667,3,Ciências Sociais
1163653,1,Educação
8046,3,Ciências Sociais
107316,3,Ciências Sociais
114858,1,Educação
1133888,8,Serviços
1397180,2,Humanidades e Artes
1204276,7,Saúde e Bem-Estar
1200391,3,Ciências Sociais
1081074,3,Ciências Sociais
38610,5,Engenharia
59686,7,Saúde e Bem-Estar
1178612,6,Agricultura e Veterinária
2086,1,Educação
387197,1,Educação
1260598,4,Ciências
123237,6,Agricultura e Veterinária
312962,2,Humanidades e Artes
1205613,7,Saúde e Bem-Estar
115756,7,Saúde e Bem-Estar
1106522,3,Ciências Sociais
26065,5,Engenharia
16206,3,Ciências Sociais
21899,1,Educação
48735,3,Ciências Sociais
91181,4,Ciências
1214938,5,Engenharia
22379,1,Educação
415946,4,Ciências
101284,1,Educação
1136320,5,Engenharia
91215,1,Educação
80885,1,Educação
403,1,Educação
1285202,5,Engenharia
110528,4,Ciências
19503,3,Ciências Sociais
112951,4,Ciências
88932,3,Ciências Sociais
121021,5,Engenharia
97301,3,Ciências Sociais
1330235,3,Ciências Sociais
20412,1,Educação
2215,1,Educação
1357883,5,Engenharia
1261025,5,Engenharia
9726,1,Educação
692,6,Agricultura e Veterinária
1303367,4,Ciências
1282844,5,Engenharia
1177484,4,Ciências
82748,4,Ciências
121898,2,Humanidades e Artes
2712,5,Engenharia
18800,3,Ciências Sociais
87001,3,Ciências Sociais
1211277,3,Ciências Sociais
120698,5,Engenharia
76391,7,Saúde e Bem-Estar
95223,8,Serviços
5001280,3,Ciências Sociais
69169,7,Saúde e Bem-Estar
383139,7,Saúde e Bem-Estar
26391,3,Ciências Sociais
21707,3,Ciências Sociais
61603,7,Saúde e Bem-Estar
1397952,7,Saúde e Bem-Estar
88258,4,Ciências
85375,3,Ciências Sociais
150241,3,Ciências Sociais
20856,5,Engenharia
120735,3,Ciências Sociais
63548,3,Ciências Sociais
1200690,6,Agricultura e Veterinária
57200,3,Ciências Sociais
53342,4,Ciências
1058247,3,Ciências Sociais
19562,8,Serviços
361082,4,Ciências
1404228,3,Ciências Sociais
19407,1,Educação
19878,3,Ciências Sociais
74428,3,Ciências Sociais
1300236,6,Agricultura e Veterinária
1313259,7,Saúde e Bem-Estar
1170426,5,Engenharia
1150789,1,Educação
13719,6,Agricultura e Veterinária
92825,3,Ciências Sociais
1185262,3,Ciências Sociais
3929,3,Ciências Sociais
73380,7,Saúde e Bem-Estar
1205599,5,Engenharia
1330186,4,Ciências
47589,4,Ciências
58080,4,Ciências
1144683,5,Engenharia
50731,1,Educação
1278854,5,Engenharia
1321910,5,Engenharia
68916,3,Ciências Sociais
1152530,3,Ciências Sociais
91173,3,Ciências Sociais
1071708,3,Ciências Sociais
5000869,3,Ciências Sociais
13424,7,Saúde e Bem-Estar
1165304,3,Ciências Sociais
111428,5,Engenharia
59414,7,Saúde e Bem-Estar
1186215,5,Engenharia
79872,7,Saúde e Bem-Estar
1128547,1,Educação
1159852,4,Ciências
1257974,5,Engenharia
1178769,1,Educação
5001021,8,Serviços
1184904,8,Serviços
113747,1,Educação
1315427,2,Humanidades e Artes
120934,7,Saúde e Bem-Estar
5000728,3,Ciências Sociais
1395862,5,Engenharia
1186562,5,Engenharia
73585,1,Educação
1122178,4,Ciências
98399,1,Educação
390,7,Saúde e Bem-Estar
48677,4,Ciências
97869,2,Humanidades e Artes
1204227,5,Engenharia
1164796,3,Ciências Sociais
1321347,3,Ciências Sociais
107796,2,Humanidades e Artes
83102,3,Ciências Sociais
703,4,Ciências
1212283,2,Humanidades e Artes
104578,3,Ciências Sociais
115886,1,Educação
1193056,5,Engenharia
1191349,1,Educação
1259753,7,Saúde e Bem-Estar
13297,1,Educação
14870,3,Ciências Sociais
1150283,3,Ciências Sociais
1260707,7,Saúde e Bem-Estar
14323,4,Ciências
1149146,4,Ciências
1104696,3,Ciências Sociais
17987,3,Ciências Sociais
4938,5,Engenharia
92597,1,Educação
1259235,5,Engenharia
16264,1,Educação
1011005,5,Engenharia
1167845,3,Ciências Sociais
1102345,4,Ciências
1212587,1,Educação
80377,6,Agricultura e Veterinária
63412,3,Ciências Sociais
70738,7,Saúde e Bem-Estar
1202532,3,Ciências Sociais
14720,8,Serviços
122240,1,Educação
95895,1,Educação
1260718,5,Engenharia
77347,2,Humanidades e Artes
7025,1,Educação
73502,3,Ciências Sociais
8535,1,Educação
1279586,3,Ciências Sociais
3529,3,Ciências Sociais
44495,3,Ciências Sociais
1106596,1,Educação
1167356,4,Ciências
1106274,3,Ciências Sociais
58232,5,Engenharia
1204444,1,Educação
95047,7,Saúde e Bem-Estar
116662,6,Agricultura e Veterinária
95932,2,Humanidades e Artes
9127,1,Educação
57102,1,Educação
117787,7,Saúde e Bem-Estar
47353,7,Saúde e Bem-Estar
5001343,3,Ciências Sociais
104612,1,Educação
94221,4,Ciências
114952,1,Educação
70536,1,Educação
99926,6,Agricultura e Veterinária
1322238,1,Educação
1330967,3,Ciências Sociais
1150687,1,Educação
73898,4,Ciências
1135068,3,Ciências Sociais
1331810,7,Saúde e Bem-Estar
1122890,5,Engenharia
121214,3,Ciências Sociais
1205275,5,Engenharia
119774,3,Ciências Sociais
1179185,3,Ciências Sociais
105409,1,Educação
1308687,1,Educação
1110546,5,Engenharia
67226,1,Educação
114773,3,Ciências Sociais
1403609,1,Educação
2082,3,Ciências Sociais
121305,6,Agricultura e Veterinária
68033,5,Engenharia
1151312,1,Educação
1179083,4,Ciências
1106608,1,Educação
18185,5,Engenharia
1261671,4,Ciências
1419538,3,Ciências Sociais
1376435,5,Engenharia
1332147,5,Engenharia
14702,3,Ciências Sociais
305838,7,Saúde e Bem-Estar
5000109,6,Agricultura e Veterinária
60016,7,Saúde e Bem-Estar
3833,3,Ciências Sociais
334798,2,Humanidades e Artes
2720,5,Engenharia
13867,7,Saúde e Bem-Estar
1312461,3,Ciências Sociais
1178689,7,Saúde e Bem-Estar
1108691,3,Ciências Sociais
1382757,3,Ciências Sociais
1315689,1,Educação
1404083,5,Engenharia
48860,4,Ciências
1191569,4,Ciências
1280901,7,Saúde e Bem-Estar
1304427,3,Ciências Sociais
107633,1,Educação
10868,3,Ciências Sociais
67018,3,Ciências Sociais
110300,3,Ciências Sociais
110348,5,Engenharia
6473,3,Ciências Sociais
1292863,7,Saúde e Bem-Estar
108436,1,Educação
1280550,5,Engenharia
1204334,5,Engenharia
1327305,1,Educação
1151612,1,Educação
80638,3,Ciências Sociais
1385713,1,Educação
1298962,5,Engenharia
70140,1,Educação
1149704,5,Engenharia
13421,7,Saúde e Bem-Estar
20447,7,Saúde e Bem-Estar
1313198,3,Ciências Sociais
12686,1,Educação
71252,6,Agricultura e Veterinária
352189,2,Humanidades e Artes
84427,1,Educação
1321911,5,Engenharia
5000772,3,Ciências Sociais
1260665,1,Educação
1203509,5,Engenharia
73398,1,Educação
1323604,7,Saúde e Bem-Estar
9425,4,Ciências
150088,5,Engenharia
50873,8,Serviços
108740,3,Ciências Sociais
15555,4,Ciências
81230,1,Educação
1105396,3,Ciências Sociais
89853,3,Ciências Sociais
773,3,Ciências Sociais
12554,4,Ciências
82460,1,Educação
2206,1,Educação
1102610,5,Engenharia
1364468,5,Engenharia
1173617,7,Saúde e Bem-Estar
18866,6,Agricultura e Veterinária
57606,4,Ciências
58870,7,Saúde e Bem-Estar
1146387,3,Ciências Sociais
67917,3,Ciências Sociais
46894,1,Educação
1140035,5,Engenharia
66645,2,Humanidades e Artes
150123,8,Serviços
1189778,7,Saúde e Bem-Estar
51937,1,Educação
59365,4,Ciências
1205744,5,Engenharia
1258294,3,Ciências Sociais
1295865,3,Ciências Sociais
108730,1,Educação
1278945,3,Ciências Sociais
1068893,8,Serviços
110360,3,Ciências Sociais
69814,3,Ciências Sociais
95003,3,Ciências Sociais
101145,3,Ciências Sociais
99872,6,Agricultura e Veterinária
23891,2,Humanidades e Artes
1205189,3,Ciências Sociais
1202546,7,Saúde e Bem-Estar
1188959,5,Engenharia
1270469,1,Educação
1279617,6,Agricultura e Veterinária
12692,7,Saúde e Bem-Estar
1330473,3,Ciências Sociais
113052,1,Educação
1295755,5,Engenharia
9765,1,Educação
115324,5,Engenharia
62834,4,Ciências
6251,3,Ciências Sociais
18677,7,Saúde e Bem-Estar
95715,3,Ciências Sociais
1286756,6,Agricultura e Veterinária
51536,1,Educação
119062,7,Saúde e Bem-Estar
4308,5,Engenharia
1332646,5,Engenharia
1160888,1,Educação
114168,5,Engenharia
1321993,5,Engenharia
376626,4,Ciências
54441,3,Ciências Sociais
19085,7,Saúde e Bem-Estar
1322001,4,Ciências
83042,1,Educação
1259312,7,Saúde e Bem-Estar
54228,3,Ciências Sociais
1177389,1,Educação
1321797,3,Ciências Sociais
1304488,8,Serviços
21742,8,Serviços
1177371,8,Serviços
14701,3,Ciências Sociais
1261825,3,Ciências Sociais
18292,1,Educação
417132,4,Ciências
79838,7,Saúde e Bem-Estar
1211177,3,Ciências Sociais
82230,1,Educação
1068548,7,Saúde e Bem-Estar
1168594,5,Engenharia
89847,3,Ciências Sociais
18215,1,Educação
3828,3,Ciências Sociais
150200,5,Engenharia
1332862,5,Engenharia
1190192,3,Ciências Sociais
114894,6,Agricultura e Veterinária
1188738,5,Engenharia
111012,4,Ciências
1305187,1,Educação
1300329,5,Engenharia
6095,3,Ciências Sociais
1130119,7,Saúde e Bem-Estar
92415,3,Ciências Sociais
98375,3,Ciências Sociais
103397,1,Educação
106264,3,Ciências Sociais
89321,3,Ciências Sociais
79217,7,Saúde e Bem-Estar
1292335,7,Saúde e Bem-Estar
102212,3,Ciências Sociais
1261160,7,Saúde e Bem-Estar
863,5,Engenharia
52879,3,Ciências Sociais
1121143,7,Saúde e Bem-Estar
1118283,1,Educação
57874,3,Ciências Sociais
1296692,8,Serviços
40345,3,Ciências Sociais
19041,1,Educação
300595,2,Humanidades e Artes
1153948,2,Humanidades e Artes
89024,1,Educação
317195,4,Ciências
85626,5,Engenharia
866,3,Ciências Sociais
1106261,1,Educação
10988,1,Educação
21254,7,Saúde e Bem-Estar
1104072,2,Humanidades e Artes
82615,1,Educação
41320,3,Ciências Sociais
96961,4,Ciências
121435,3,Ciências Sociais
72665,3,Ciências Sociais
1203266,1,Educação
1149622,2,Humanidades e Artes
1259062,5,Engenharia
19584,7,Saúde e Bem-Estar
1315325,8,Serviços
1343860,1,Educação
1260581,7,Saúde e Bem-Estar
116754,7,Saúde e Bem-Estar
1103166,4,Ciências
1263194,3,Ciências Sociais
51391,3,Ciências Sociais
1262909,3,Ciências Sociais
117604,3,Ciências Sociais
119707,8,Serviços
11330,5,Engenharia
1109940,1,Educação
20910,3,Ciências Sociais
69993,6,Agricultura e Veterinária
95035,3,Ciências Sociais
92993,3,Ciências Sociais
121471,7,Saúde e Bem-Estar
19800,1,Educação
1430478,1,Educação
120481,3,Ciências Sociais
101142,1,Educação
39407,4,Ciências
1258522,3,Ciências Sociais
1075667,7,Saúde e Bem-Estar
116774,1,Educação
1261354,3,Ciências Sociais
1105028,1,Educação
1385318,1,Educação
1143516,3,Ciências Sociais
1397673,5,Engenharia
99870,3,Ciências Sociais
63393,8,Serviços
114960,1,Educação
80107,5,Engenharia
1286319,5,Engenharia
54882,1,Educação
118388,5,Engenharia
1184911,2,Humanidades e Artes
1279658,4,Ciências
5882,1,Educação
1108076,4,Ciências
48895,4,Ciências
5000308,7,Saúde e Bem-Estar
1204967,5,Engenharia
5000029,7,Saúde e Bem-Estar
97059,5,Engenharia
45984,5,Engenharia
111964,3,Ciências Sociais
16825,7,Saúde e Bem-Estar
20676,1,Educação
48774,3,Ciências Sociais
100126,5,Engenharia
1420102,1,Educação
1205311,3,Ciências Sociais
112002,7,Saúde e Bem-Estar
115364,5,Engenharia
71885,1,Educação
120686,1,Educação
30273,1,Educação
49107,5,Engenharia
1422096,3,Ciências Sociais
1276341,5,Engenharia
14563,7,Saúde e Bem-Estar
118983,2,Humanidades e Artes
67261,7,Saúde e Bem-Estar
5567,3,Ciências Sociais
60290,1,Educação
1203325,5,Engenharia
57722,8,Serviços
1270685,6,Agricultura e Veterinária
116770,4,Ciências
49360,1,Educação
1314253,8,Serviços
1285522,1,Educação
32970,3,Ciências Sociais
91191,3,Ciências Sociais
1349093,6,Agricultura e Veterinária
1330809,5,Engenharia
101092,1,Educação
1288840,4,Ciências
46290,3,Ciências Sociais
55153,2,Humanidades e Artes
58160,3,Ciências Sociais
85628,5,Engenharia
1304813,3,Ciências Sociais
105974,1,Educação
93995,2,Humanidades e Artes
27363,3,Ciências Sociais
51761,8,Serviços
70079,3,Ciências Sociais
1133149,3,Ciências Sociais
1205380,5,Engenharia
5001307,3,Ciências Sociais
1202696,8,Serviços
1106507,5,Engenharia
58564,3,Ciências Sociais
95005,3,Ciências Sociais
100148,1,Educação
1293069,4,Ciências
3570,3,Ciências Sociais
96296,8,Serviços
1069149,5,Engenharia
1154115,5,Engenharia
17508,3,Ciências Sociais
14349,1,Educação
105862,5,Engenharia
1332139,5,Engenharia
19068,5,Engenharia
1173014,7,Saúde e Bem-Estar
116434,3,Ciências Sociais
1300429,4,Ciências
1210639,3,Ciências Sociais
49071,4,Ciências
1762,3,Ciências Sociais
1270680,4,Ciências
120379,5,Engenharia
1404179,1,Educação
43664,4,Ciências
98118,5,Engenharia
100536,1,Educação
52889,5,Engenharia
18732,3,Ciências Sociais
1399593,2,Humanidades e Artes
122716,3,Ciências Sociais
80990,3,Ciências Sociais
1331866,7,Saúde e Bem-Estar
11598,1,Educação
354400,4,Ciências
97075,1,Educação
1150259,4,Ciências
1262021,5,Engenharia
1205289,3,Ciências Sociais
1204875,3,Ciências Sociais
11876,1,Educação
117470,1,Educação
1268238,6,Agricultura e Veterinária
19334,7,Saúde e Bem-Estar
1188127,7,Saúde e Bem-Estar
29595,5,Engenharia
74711,3,Ciências Sociais
19304,7,Saúde e Bem-Estar
1189473,5,Engenharia
1258031,5,Engenharia
123302,3,Ciências Sociais
1167971,2,Humanidades e Artes
112162,1,Educação
60061,3,Ciências Sociais
1321340,5,Engenharia
107850,1,Educação
1126977,8,Serviços
52831,1,Educação
20485,3,Ciências Sociais
8422,1,Educação
1192389,5,Engenharia
1103762,6,Agricultura e Veterinária
3392,3,Ciências Sociais
1259993,4,Ciências
91051,1,Educação
1078534,4,Ciências
1270334,8,Serviços
306578,4,Ciências
106642,3,Ciências Sociais
1114778,8,Serviços
33821,2,Humanidades e Artes
1321288,3,Ciências Sociais
13734,3,Ciências Sociais
1292732,7,Saúde e Bem-Estar
20167,3,Ciências Sociais
1322482,5,Engenharia
1133577,3,Ciências Sociais
74588,5,Engenharia
67973,3,Ciências Sociais
80856,4,Ciências
60560,4,Ciências
18840,4,Ciências
54856,4,Ciências
73946,5,Engenharia
80244,1,Educação
97147,2,Humanidades e Artes
1152880,1,Educação
52894,1,Educação
31486,2,Humanidades e Artes
88680,5,Engenharia
12314,3,Ciências Sociais
108790,2,Humanidades e Artes
115904,4,Ciências
1179053,1,Educação
93392,5,Engenharia
1153383,1,Educação
29863,3,Ciências Sociais
51958,7,Saúde e Bem-Estar
5000899,6,Agricultura e Veterinária
1268172,1,Educação
3843,1,Educação
1210786,3,Ciências Sociais
1353953,3,Ciências Sociais
1072989,4,Ciências
1181238,7,Saúde e Bem-Estar
22451,3,Ciências Sociais
1284618,8,Serviços
1261815,6,Agricultura e Veterinária
3664,1,Educação
34234,3,Ciências Sociais
86822,1,Educação
388147,4,Ciências
64478,5,Engenharia
1313473,5,Engenharia
90699,5,Engenharia
1100010,3,Ciências Sociais
53122,1,Educação
66729,1,Educação
1205913,3,Ciências Sociais
19515,3,Ciências Sociais
1350580,1,Educação
51108,7,Saúde e Bem-Estar
1216474,7,Saúde e Bem-Estar
102530,3,Ciências Sociais
54624,3,Ciências Sociais
117790,7,Saúde e Bem-Estar
1780,1,Educação
1321268,1,Educação
112426,5,Engenharia
83252,4,Ciências
19845,1,Educação
1135059,8,Serviços
74748,4,Ciências
120394,5,Engenharia
23086,2,Humanidades e Artes
1259992,5,Engenharia
94545,2,Humanidades e Artes
82564,3,Ciências Sociais
1327479,5,Engenharia
21666,3,Ciências Sociais
1282991,5,Engenharia
1160153,3,Ciências Sociais
1117591,5,Engenharia
88222,3,Ciências Sociais
44969,7,Saúde e Bem-Estar
352225,4,Ciências
100134,3,Ciências Sociais
120820,3,Ciências Sociais
34274,3,Ciências Sociais
1056743,3,Ciências Sociais
47460,4,Ciências
4217,1,Educação
112330,1,Educação
7521,5,Engenharia
66005,4,Ciências
110838,2,Humanidades e Artes
1258644,7,Saúde e Bem-Estar
1187675,8,Serviços
31128,3,Ciências Sociais
1160868,1,Educação
1205470,7,Saúde e Bem-Estar
1112736,8,Serviços
1258975,4,Ciências
21673,3,Ciências Sociais
20267,3,Ciências Sociais
69782,1,Educação
114946,2,Humanidades e Artes
108128,7,Saúde e Bem-Estar
308589,4,Ciências
20164,5,Engenharia
1349726,3,Ciências Sociais
98742,2,Humanidades e Artes
1296468,1,Educação
117492,3,Ciências Sociais
68845,4,Ciências
66403,3,Ciências Sociais
311991,4,Ciências
1121801,3,Ciências Sociais
1279433,7,Saúde e Bem-Estar
115428,4,Ciências
63715,3,Ciências Sociais
1260332,3,Ciências Sociais
88030,1,Educação
81374,6,Agricultura e Veterinária
11779,1,Educação
86582,3,Ciências Sociais
1339438,1,Educação
64937,3,Ciências Sociais
95825,3,Ciências Sociais
1205258,5,Engenharia
100115,4,Ciências
18984,7,Saúde e Bem-Estar
1057086,2,Humanidades e Artes
67451,5,Engenharia
1358300,3,Ciências Sociais
21737,1,Educação
21576,1,Educação
57876,7,Saúde e Bem-Estar
28509,1,Educação
1341063,8,Serviços
1152312,1,Educação
25344,3,Ciências Sociais
44931,3,Ciências Sociais
1168452,5,Engenharia
20421,7,Saúde e Bem-Estar
83358,1,Educação
14633,5,Engenharia
1205715,3,Ciências Sociais
1205161,3,Ciências Sociais
1310387,3,Ciências Sociais
68947,3,Ciências Sociais
1382770,3,Ciências Sociais
88322,8,Serviços
1210299,6,Agricultura e Veterinária
1628,7,Saúde e Bem-Estar
399,6,Agricultura e Veterinária
1193763,6,Agricultura e Veterinária
1161406,3,Ciências Sociais
108466,3,Ciências Sociais
64704,1,Educação
1377492,5,Engenharia
1150355,3,Ciências Sociais
1322838,7,Saúde e Bem-Estar
4464,1,Educação
22851,2,Humanidades e Artes
107330,1,Educação
75198,1,Educação
98023,7,Saúde e Bem-Estar
69821,3,Ciências Sociais
15437,3,Ciências Sociais
98986,6,Agricultura e Veterinária
1269897,5,Engenharia
15436,4,Ciências
1183765,8,Serviços
89299,1,Educação
1170541,8,Serviços
1107962,7,Saúde e Bem-Estar
91189,7,Saúde e Bem-Estar
82714,3,Ciências Sociais
108454,7,Saúde e Bem-Estar
1138815,5,Engenharia
1059585,3,Ciências Sociais
60512,5,Engenharia
141,7,Saúde e Bem-Estar
117110,8,Serviços
1313840,4,Ciências
33495,3,Ciências Sociais
1330990,5,Engenharia
72627,4,Ciências
1313244,3,Ciências Sociais
1376260,3,Ciências Sociais
107409,4,Ciências
115582,4,Ciências
72324,7,Saúde e Bem-Estar
347325,4,Ciências
2500021,3,Ciências Sociais
97173,3,Ciências Sociais
1343342,1,Educação
69190,5,Engenharia
1258874,3,Ciências Sociais
1322003,5,Engenharia
1298915,7,Saúde e Bem-Estar
1314210,5,Engenharia
1379285,1,Educação
115818,5,Engenharia
1102265,5,Engenharia
72040,8,Serviços
39579,5,Engenharia
46588,1,Educação
73630,4,Ciências
68203,3,Ciências Sociais
113781,1,Educação
13601,7,Saúde e Bem-Estar
103572,1,Educação
1105331,2,Humanidades e Artes
107804,2,Humanidades e Artes
30401,1,Educação
98144,2,Humanidades e Artes
1322122,1,Educação
96148,3,Ciências Sociais
1180566,5,Engenharia
1313252,8,Serviços
1322236,5,Engenharia
82336,7,Saúde e Bem-Estar
91941,3,Ciências Sociais
48589,3,Ciências Sociais
1279527,4,Ciências
113538,5,Engenharia
1383124,1,Educação
11135,5,Engenharia
1182854,7,Saúde e Bem-Estar
1189376,5,Engenharia
107152,1,Educação
1057895,1,Educação
16007,1,Educação
116648,4,Ciências
103788,5,Engenharia
105322,3,Ciências Sociais
98310,3,Ciências Sociais
1284359,5,Engenharia
113391,1,Educação
1330806,2,Humanidades e Artes
2500096,3,Ciências Sociais
118506,1,Educação
1103785,7,Saúde e Bem-Estar
1378747,4,Ciências
23725,1,Educação
1405704,7,Saúde e Bem-Estar
77053,3,Ciências Sociais
49229,3,Ciências Sociais
1283836,1,Educação
1303504,5,Engenharia
21826,7,Saúde e Bem-Estar
104162,3,Ciências Sociais
51068,7,Saúde e Bem-Estar
109616,1,Educação
7202,1,Educação
117308,7,Saúde e Bem-Estar
402,1,Educação
1270371,1,Educação
15448,3,Ciências Sociais
1155464,5,Engenharia
38699,5,Engenharia
964,5,Engenharia
112026,4,Ciências
51102,7,Saúde e Bem-Estar
1268539,3,Ciências Sociais
312817,2,Humanidades e Artes
1299433,5,Engenharia
47509,3,Ciências Sociais
90359,6,Agricultura e Veterinária
48529,3,Ciências Sociais
79772,7,Saúde e Bem-Estar
31419,5,Engenharia
6757,3,Ciências Sociais
120452,4,Ciências
113261,8,Serviços
1122128,3,Ciências Sociais
75807,1,Educação
83318,1,Educação
3670,1,Educação
1161716,4,Ciências
5000560,3,Ciências Sociais
1272017,5,Engenharia
118796,3,Ciências Sociais
1084770,5,Engenharia
1151706,3,Ciências Sociais
1140088,7,Saúde e Bem-Estar
1300057,3,Ciências Sociais
1260558,7,Saúde e Bem-Estar
11605,1,Educação
107348,3,Ciências Sociais
1206393,6,Agricultura e Veterinária
48123,3,Ciências Sociais
1367365,1,Educação
1343825,1,Educação
111962,2,Humanidades e Artes
1152630,3,Ciências Sociais
1342610,7,Saúde e Bem-Estar
121541,5,Engenharia
99142,7,Saúde e Bem-Estar
1303831,4,Ciências
1155843,8,Serviços
1257836,5,Engenharia
96499,7,Saúde e Bem-Estar
75258,3,Ciências Sociais
1353700,5,Engenharia
1216253,1,Educação
1305058,5,Engenharia
9409,3,Ciências Sociais
1303521,7,Saúde e Bem-Estar
415466,7,Saúde e Bem-Estar
2895,6,Agricultura e Veterinária
44376,1,Educação
111020,3,Ciências Sociais
9840,1,Educação
20236,4,Ciências
123171,3,Ciências Sociais
1374866,5,Engenharia
1258919,7,Saúde e Bem-Estar
1111970,3,Ciências Sociais
64476,7,Saúde e Bem-Estar
1349101,6,Agricultura e Veterinária
51750,7,Saúde e Bem-Estar
50662,7,Saúde e Bem-Estar
1120096,5,Engenharia
360729,7,Saúde e Bem-Estar
5000054,4,Ciências
19525,4,Ciências
1082424,8,Serviços
103290,4,Ciências
68285,3,Ciências Sociais
123494,1,Educação
94901,3,Ciências Sociais
102410,5,Engenharia
5000418,7,Saúde e Bem-Estar
47864,3,Ciências Sociais
98182,3,Ciências Sociais
1102263,3,Ciências Sociais
103569,1,Educação
1204846,5,Engenharia
682,5,Engenharia
76156,5,Engenharia
1377531,5,Engenharia
60527,5,Engenharia
119988,3,Ciências Sociais
1070127,3,Ciências Sociais
20516,3,Ciências Sociais
18186,8,Serviços
1357982,1,Educação
108334,3,Ciências Sociais
91605,7,Saúde e Bem-Estar
84659,6,Agricultura e Veterinária
74594,7,Saúde e Bem-Estar
5000033,7,Saúde e Bem-Estar
95213,1,Educação
60584,1,Educação
86404,3,Ciências Sociais
123594,3,Ciências Sociais
1313168,3,Ciências Sociais
104728,3,Ciências Sociais
1330873,7,Saúde e Bem-Estar
47159,8,Serviços
1136942,3,Ciências Sociais
102820,7,Saúde e Bem-Estar
320325,7,Saúde e Bem-Estar
4675,4,Ciências
22257,1,Educação
21101,7,Saúde e Bem-Estar
1322245,5,Engenharia
39670,1,Educação
75264,3,Ciências Sociais
1879,7,Saúde e Bem-Estar
123819,3,Ciências Sociais
1071705,1,Educação
87272,1,Educação
520,4,Ciências
68949,7,Saúde e Bem-Estar
321,4,Ciências
122360,1,Educação
32702,5,Engenharia
121145,8,Serviços
118659,7,Saúde e Bem-Estar
109305,7,Saúde e Bem-Estar
96793,3,Ciências Sociais
1178659,5,Engenharia
96270,3,Ciências Sociais
71891,4,Ciências
82364,4,Ciências
1099989,1,Educação
89086,3,Ciências Sociais
94201,3,Ciências Sociais
107864,3,Ciências Sociais
72623,4,Ciências
1398155,7,Saúde e Bem-Estar
21796,1,Educação
1132248,3,Ciências Sociais
1363957,1,Educação
13588,5,Engenharia
83202,1,Educação
1107877,5,Engenharia
107204,3,Ciências Sociais
14716,7,Saúde e Bem-Estar
67543,3,Ciências Sociais
1203484,5,Engenharia
59142,3,Ciências Sociais
1185850,5,Engenharia
118832,3,Ciências Sociais
5789,3,Ciências Sociais
1258963,3,Ciências Sociais
103265,7,Saúde e Bem-Estar
67215,1,Educação
61835,2,Humanidades e Artes
9229,3,Ciências Sociais
92009,3,Ciências Sociais
855,1,Educação
91041,3,Ciências Sociais
49831,7,Saúde e Bem-Estar
150087,4,Ciências
116140,3,Ciências Sociais
1152609,1,Educação
1322483,7,Saúde e Bem-Estar
1059011,5,Engenharia
1168211,1,Educação
104604,7,Saúde e Bem-Estar
8303,1,Educação
1323257,5,Engenharia
1186807,3,Ciências Sociais
73568,3,Ciências Sociais
64489,3,Ciências Sociais
1299195,3,Ciências Sociais
76074,5,Engenharia
91571,3,Ciências Sociais
5909,7,Saúde e Bem-Estar
46306,1,Educação
120224,5,Engenharia
2089,7,Saúde e Bem-Estar
1156978,5,Engenharia
55203,1,Educação
1428361,8,Serviços
106387,4,Ciências
1177700,5,Engenharia
